MarketingHomeStoreid,Store_Type,Age_30th_June,WinbackRateQ2,ChurnRateQ2,Regular_Base_PerQ2,New_Neighbor_AcquisitionQ2,WinBack_RateQ1,Churn_RateQ1,Regular_Base_PerQ1,New_Neighbor_AcquisitionQ1
135,Pre,15.71800137,0.064131333,0.146559048,0.356355062,351,0.062559467,0.125738397,0.357343454,359
89,Pre,22.62833676,0.041619616,0.198313463,0.216537174,512,0.043038774,0.17856111,0.217149713,535
214,Post,4.8678987,0.061364752,0.145975123,0.345338812,333,0.063751382,0.124852211,0.343379805,444
128,Pre,16.27926078,0.070198185,0.136699144,0.385540801,451,0.06822667,0.123140374,0.385499659,645
4045,Pre,9.620807666,0.074822501,0.127197188,0.363436123,811,0.090431974,0.116271186,0.362908838,744
8055,Post,5.63449692,0.056581298,0.14504065,0.313431313,485,0.06328367,0.118603863,0.314063936,522
9041,Pre,13.66461328,0.046966941,0.167626886,0.279797126,301,0.04230527,0.137133638,0.280557266,327
9036,Pre,15.73442847,0.063787042,0.144741292,0.331504702,314,0.05801934,0.128387534,0.331131019,299
8014,Pre,20.19986311,0.058994478,0.143991641,0.316570596,581,0.055555556,0.124578415,0.316719619,651
9049,Pre,7.707049966,0.064586702,0.149499149,0.332910509,534,0.059219253,0.12347793,0.334788661,552
155,Pre,10.15195072,0.061917987,0.145595054,0.345528455,277,0.064041823,0.121533188,0.345767422,287
4013,Post,2.39835729,0.064143174,0.136878814,0.353338796,554,0.079491256,0.116199377,0.352742183,655
42,Pre,25.12525667,0.078347334,0.117320914,0.436873554,357,0.076010318,0.103786192,0.43598917,314
14,Pre,26.60095825,0.062210797,0.142879722,0.351503341,434,0.066386122,0.125437759,0.351558593,484
170,Pre,12.43258042,0.061131764,0.134601449,0.363505182,414,0.061138077,0.11693256,0.363062352,438
225,Post,3.92881588,0.064105116,0.145079595,0.353447169,355,0.06836755,0.118474639,0.354950559,377
9050,Pre,6.620123203,0.075340883,0.137241839,0.410740993,220,0.070833333,0.101115996,0.409605676,229
123,Pre,17.0568104,0.043552036,0.182014583,0.260539335,386,0.047064263,0.151409396,0.258752009,409
219,Post,4.388774812,0.072858579,0.1566472,0.346819777,504,0.070959386,0.135804608,0.347353976,546
7004,Pre,12.89527721,0.05922184,0.140638481,0.332353363,479,0.067961165,0.125472747,0.332568149,578
4050,Pre,17.12525667,0.074871173,0.144144144,0.356741028,938,0.093184979,0.126728111,0.35698275,1062
118,Pre,17.58247775,0.067394095,0.1443769,0.359432799,394,0.067999131,0.129865198,0.360251848,415
217,Post,4.235455168,0.064308999,0.145803443,0.35457152,554,0.062891236,0.11913815,0.355181859,532
244,Post,3.162217659,0.060718711,0.163480392,0.31496063,504,0.063559798,0.137844612,0.314887705,609
43,Pre,8.706365503,0.0673994,0.15247732,0.344301383,681,0.054667635,0.127593361,0.342392928,658
138,Pre,15.08555784,0.102926337,0.101945977,0.536528255,269,0.142698295,0.066976744,0.536627182,308
7012,Pre,6.882956879,0.052468738,0.197840584,0.288210006,345,0.053929712,0.167389957,0.288740143,353
175,Pre,10.52156057,0.064541833,0.151140423,0.369172026,344,0.063242376,0.137737363,0.367056688,286
8022,Pre,16.27926078,0.04002001,0.148992402,0.274284161,482,0.047369703,0.127187079,0.274607639,577
8,Pre,27.74537988,0.066553359,0.12941018,0.39916439,878,0.070473112,0.102812671,0.399140016,657
4113,Pre,9.711156742,0.050506226,0.189499845,0.273818581,369,0.050149873,0.148297214,0.272519472,404
193,Pre,8.303901437,0.051828609,0.167951103,0.289738276,490,0.056865913,0.150454303,0.28935025,521
13,Pre,13.42915811,0.071612415,0.121071911,0.43993905,268,0.07283042,0.11327903,0.439874491,244
202,Pre,6.847364819,0.048024849,0.166898148,0.256080199,716,0.048762677,0.141212406,0.255984831,849
67,Pre,23.9945243,0.069795847,0.15191524,0.348619161,417,0.066426816,0.122809917,0.348638973,486
4112,Pre,22.30800821,0.044437441,0.164498645,0.279110237,450,0.046472682,0.143047772,0.279354985,491
188,Pre,8.62696783,0.065618423,0.145483797,0.347300564,556,0.06986734,0.122300469,0.350096556,562
27,Pre,25.83983573,0.062683932,0.12195122,0.423252665,242,0.067811409,0.105011933,0.423970164,250
195,Pre,8.566735113,0.055005056,0.163636364,0.307806761,667,0.059486285,0.140920171,0.307907628,735
8006,Pre,22.55441478,0.055931463,0.176290949,0.282072336,879,0.057342809,0.14683437,0.28217783,1021
21,Pre,26.16290212,0.059950201,0.1535622,0.342644085,232,0.056450085,0.122201835,0.341614124,229
228,Post,3.775496235,0.077907535,0.131092437,0.36206546,462,0.072532119,0.121385628,0.363506771,473
221,Post,4.388774812,0.041222202,0.196969697,0.211321831,671,0.041775929,0.180751174,0.211659065,816
9016,Pre,22.67761807,0.062580369,0.135891089,0.366287468,254,0.060559867,0.109585622,0.365975179,289
9024,Pre,21.61806982,0.058046126,0.149101636,0.325176348,391,0.05232035,0.126066098,0.325762208,435
129,Pre,16.06297057,0.07192556,0.136631476,0.406100717,563,0.074123651,0.110192498,0.405778331,528
220,Post,4.216290212,0.066887302,0.153532609,0.339370939,601,0.067284977,0.130989314,0.338975245,665
68,Pre,23.95619439,0.075207469,0.137518248,0.416349695,416,0.07460815,0.110606505,0.415403275,466
4015,Post,2.529774127,0.059309745,0.176097973,0.256261421,746,0.058430481,0.161711712,0.255613126,839
4,Pre,28.57768652,0.072737493,0.137468139,0.399689692,438,0.06956326,0.105099931,0.398173207,489
32,Pre,25.60438056,0.083010586,0.102880658,0.487977744,458,0.074513898,0.091553134,0.484836393,359
8059,Post,4.982888433,0.053553385,0.151149201,0.301010813,476,0.055156276,0.117480824,0.301822457,502
210,Post,5.366187543,0.058453237,0.167656766,0.279091331,396,0.057879063,0.149213784,0.280192343,455
63,Pre,12.15879535,0.059967585,0.135243438,0.365102639,375,0.059128034,0.119071244,0.366204417,381
177,Pre,10.88569473,0.062424389,0.171537113,0.294302989,380,0.056127451,0.160673516,0.292778919,309
222,Post,4.049281314,0.075517837,0.138245441,0.367819221,578,0.071177504,0.128984064,0.368574024,565
86,Pre,22.71594798,0.061900877,0.136010128,0.359569612,381,0.060418986,0.12157781,0.360547767,414
4044,Pre,14.56810404,0.056077694,0.15758092,0.268737597,1251,0.069040435,0.133271776,0.268896015,1572
9006,Pre,23.24709103,0.047908423,0.151523702,0.33386732,310,0.053626007,0.109843081,0.333709981,363
148,Pre,14.64202601,0.064166779,0.139138665,0.362728212,205,0.058376649,0.12026205,0.363902523,241
83,Pre,8.229979466,0.065763503,0.144041769,0.368233497,532,0.06301596,0.121921557,0.368784687,543
9044,Pre,9.160848734,0.061720113,0.142467414,0.30749907,470,0.052405267,0.114118733,0.306826637,422
4034,Post,2.015058179,0.070225161,0.133242228,0.315919862,985,0.0747614,0.119343066,0.315477474,944
4046,Pre,9.199178645,0.080202404,0.136450839,0.345258799,1127,0.10121221,0.108660999,0.345341615,1496
238,Post,3.578370979,0.064962522,0.130204658,0.353532845,337,0.066921606,0.107989785,0.352619136,348
8034,Pre,11.05544148,0.05796657,0.169515012,0.249410276,1062,0.062295338,0.144740114,0.249251669,1066
92,Pre,21.8973306,0.059971228,0.161560419,0.321025328,432,0.054654601,0.135068855,0.320876839,442
8052,Post,5.902806297,0.052052122,0.150158677,0.294696448,838,0.0521564,0.115774987,0.294375061,1070
16,Pre,26.56262834,0.076829268,0.130434783,0.450247095,253,0.090798442,0.093730793,0.45025476,252
9015,Pre,23.40588638,0.047668643,0.177936821,0.245267042,570,0.047811608,0.161113874,0.245070763,775
199,Pre,7.61670089,0.112074716,0.091757888,0.509446361,424,0.177071924,0.066715275,0.508846658,413
9033,Pre,17.07871321,0.048074758,0.167270969,0.316616824,298,0.045434397,0.138817481,0.317766342,356
200,Pre,7.331964408,0.050391583,0.186769518,0.252583102,756,0.050172594,0.164485981,0.252851823,911
4037,Post,2.182067077,0.063471503,0.131184748,0.341882335,655,0.065987261,0.112149533,0.341603349,730
94,Pre,21.2347707,0.067165109,0.138748628,0.362798092,484,0.062674095,0.116402116,0.362082671,469
4024,Post,2.206707734,0.060117302,0.144034918,0.275059825,771,0.064959016,0.141122914,0.274275073,693
54,Pre,24.66529774,0.061401453,0.133617786,0.343015214,499,0.058100692,0.139739916,0.342881343,558
206,Post,3.660506502,0.07605985,0.129042486,0.394865679,540,0.069583333,0.121504187,0.395932714,471
215,Post,5.002053388,0.0626109,0.154561825,0.296817898,484,0.064748201,0.142111725,0.296916771,524
139,Pre,15.54825462,0.049724708,0.184517045,0.232473665,1237,0.049447478,0.158433207,0.232435288,1279
208,Post,5.672826831,0.062917168,0.146985962,0.346373501,488,0.066148286,0.132846715,0.346420654,556
9022,Pre,22.07802875,0.048295681,0.168733482,0.28236569,505,0.04622051,0.149871313,0.281955749,604
191,Pre,8.993839836,0.07532555,0.140627651,0.399042998,432,0.076142132,0.114776632,0.398230088,472
57,Pre,24.58863792,0.058967683,0.143804643,0.336019586,399,0.062796028,0.119901871,0.336888076,374
9032,Pre,17.72758385,0.043164135,0.178999708,0.239847984,447,0.040233555,0.164297897,0.240520577,458
211,Post,5.366187543,0.066616525,0.150120482,0.308351337,703,0.061394044,0.131761787,0.308389686,724
